Compound	Sample Name	Height	Area	Actual RT	m/z (Delta)	Formula
Phenylalanine U-13C neg	P2	1432	5038	2.61	-3.7127 (ppm)	[13]C9H11NO2
Phenylalanine U-13C neg	P1	1956	7159	2.21	-2.4786 (ppm)	[13]C9H11NO2
Phenylalanine U-13C neg	solvent_blank_1	1267	4572	2.79	-4.6823 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	solvent_blank_2	3604	93775	6.05	-3.0207 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P9	6815	116414	2.65	-1.3652 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P8	1788	38733	15.52	-3.7178 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P7	28926	189652	2.65	-3.1950 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P6	158587	3208180	5.61	-2.4979 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P5	6145	75056	2.66	-2.3236 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P4	2865	38163	11.91	-3.1079 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P3	366358	6389749	11.93	2.9916 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P2	2286	24319	0.43	-3.9792 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	P1	13473	101605	2.64	-4.5892 (ppm)	[13]C9H11NO2
Phenylalanine U-13C pos	solvent_blank_1	3626	55016	14.36	-3.8921 (ppm)	[13]C9H11NO2
Phosphocholine neg	solvent_blank_2	0	0	0	0	C5H15NO4P
Phosphocholine neg	P9	6095	259875	6.35	.0798 (ppm)	C5H15NO4P
Phosphocholine neg	P8	13437	372088	3.34	-2.4207 (ppm)	C5H15NO4P
Phosphocholine neg	P7	6402	179764	1.79	-2.6708 (ppm)	C5H15NO4P
Phosphocholine neg	P6	196106	2524882	3.59	4.4974 (ppm)	C5H15NO4P
Phosphocholine neg	P5	381982	8124064	3.31	-3.0042 (ppm)	C5H15NO4P
Phosphocholine neg	P4	127467	2261485	3.72	3.5806 (ppm)	C5H15NO4P
Phosphocholine neg	P3	114829	2388412	3.39	-2.7541 (ppm)	C5H15NO4P
Phosphocholine neg	P2	329991	1866589	3.82	4.3307 (ppm)	C5H15NO4P
Phosphocholine neg	P1	11348	245710	3.46	-3.2542 (ppm)	C5H15NO4P
Phosphocholine neg	solvent_blank_1	0	0	0	0	C5H15NO4P
Phosphocholine pos	solvent_blank_2	4076	60670	2.64	-.8448 (ppm)	C5H15NO4P
Phosphocholine pos	P9	11668	101179	2.65	-.3501 (ppm)	C5H15NO4P
Phosphocholine pos	P8	3544	54643	2.08	-1.2570 (ppm)	C5H15NO4P
Phosphocholine pos	P7	11815	83085	2.65	-.7623 (ppm)	C5H15NO4P
Phosphocholine pos	P6	7708	126463	2.46	-2.7410 (ppm)	C5H15NO4P
Phosphocholine pos	P5	8998	64596	2.66	-1.6692 (ppm)	C5H15NO4P
Phosphocholine pos	P4	49701	236003	13.37	-1.0096 (ppm)	C5H15NO4P
Phosphocholine pos	P3	19233	158276	2.66	-.7623 (ppm)	C5H15NO4P
Phosphocholine pos	P2	20674	95411	3.86	-2.9058 (ppm)	C5H15NO4P
Phosphocholine pos	P1	14817	94320	2.64	-.6799 (ppm)	C5H15NO4P
Phosphocholine pos	solvent_blank_1	2459	50550	4.73	-1.3394 (ppm)	C5H15NO4P
Phosphocholine U-13C neg	solvent_blank_2	2126	34033	4.55	-4.4406 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P9	2211	33380	1.23	-3.5482 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P8	5405	67294	3.78	-3.6294 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P7	33559	243273	9.84	-1.1144 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P6	36966	539711	3.59	-2.9803 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P5	3091	47512	3.83	-1.9257 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P4	85710	972438	9.59	-4.6840 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P3	14834	392913	3.77	-2.7370 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P2	33455	274534	3.82	-2.0068 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	P1	2428	34304	4.39	-4.1973 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C neg	solvent_blank_1	3727	51090	3.68	-2.0879 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	solvent_blank_2	317920	4363565	3.82	-2.1099 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P9	336357	4202623	3.79	-2.1901 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P8	213540	3100637	3.77	-2.1099 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P7	475550	4990425	9.77	-2.5112 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P6	215321	6486341	3.78	-2.4309 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P5	225596	2885309	3.79	-1.7085 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P4	202561	3229941	3.76	-2.5915 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P3	208405	3968312	3.78	-2.1901 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P2	234149	4598286	3.72	-2.7520 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	P1	276604	4230309	3.8	-2.1099 (ppm)	[13]C5H15NO4P
Phosphocholine U-13C pos	solvent_blank_1	320669	3705054	3.81	-2.3507 (ppm)	[13]C5H15NO4P
Phosphocreatine neg	solvent_blank_2	969	3601	4.77	1.1812 (ppm)	C4H10N3O5P
Phosphocreatine neg	P9	0	0	0	0	C4H10N3O5P
Phosphocreatine neg	P8	1197	4337	3.72	-1.3616 (ppm)	C4H10N3O5P
Phosphocreatine neg	P7	703	2647	0.15	4.0145 (ppm)	C4H10N3O5P
Phosphocreatine neg	P6	0	0	0	0	C4H10N3O5P
Phosphocreatine neg	P5	0	0	0	0	C4H10N3O5P
Phosphocreatine neg	P4	8764081	107144555	10.32	-1.2163 (ppm)	C4H10N3O5P
Phosphocreatine neg	P3	0	0	0	0	C4H10N3O5P
Phosphocreatine neg	P2	0	0	0	0	C4H10N3O5P
Phosphocreatine neg	P1	869	3219	14.31	-1.3616 (ppm)	C4H10N3O5P
Phosphocreatine neg	solvent_blank_1	1095	3999	1.46	-1.2163 (ppm)	C4H10N3O5P
Phosphocreatine pos	solvent_blank_2	2432	11447	8.57	2.8575 (ppm)	C4H10N3O5P
Phosphocreatine pos	P9	1203	8379	9.12	3.2173 (ppm)	C4H10N3O5P
Phosphocreatine pos	P8	2150	7925	9.83	-.0209 (ppm)	C4H10N3O5P
Phosphocreatine pos	P7	2666	9469	10.2	1.2744 (ppm)	C4H10N3O5P
Phosphocreatine pos	P6	6278	21888	10.42	-4.1947 (ppm)	C4H10N3O5P
Phosphocreatine pos	P5	2186	7827	11.18	3.5051 (ppm)	C4H10N3O5P
Phosphocreatine pos	P4	33653796	467861004	10.3	.9146 (ppm)	C4H10N3O5P
Phosphocreatine pos	P3	3836	13893	9.36	-1.2443 (ppm)	C4H10N3O5P
Phosphocreatine pos	P2	0	0	0	0	C4H10N3O5P
Phosphocreatine pos	P1	1565	5720	4.43	-4.8423 (ppm)	C4H10N3O5P
Phosphocreatine pos	solvent_blank_1	3768	26974	2.77	.5548 (ppm)	C4H10N3O5P
Phosphocreatine U-13C neg	solvent_blank_2	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P9	1207	4308	3.89	.8387 (ppm)	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P8	628	2367	0.83	2.4071 (ppm)	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P7	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P6	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P5	1036	3844	12.65	1.4090 (ppm)	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P4	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P3	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P2	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C neg	P1	1018	10301	12.61	-2.5832 (ppm)	[13]C4H10N3O5P
Phosphocreatine U-13C neg	solvent_blank_1	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	solvent_blank_2	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P9	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P8	560	2127	0.2	1.5690 (ppm)	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P7	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P6	100945	602281	5.55	-.1260 (ppm)	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P5	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P4	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P3	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P2	0	0	0	0	[13]C4H10N3O5P
Phosphocreatine U-13C pos	P1	111317	1656350	10.39	1.7809 (ppm)	[13]C4H10N3O5P
Phosphocreatine U-13C pos	solvent_blank_1	0	0	0	0	[13]C4H10N3O5P
Phosphoenolpyruvate neg	solvent_blank_2	9805	493848	4.28	-.9279 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P9	3910	219805	0.98	.3515 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P8	3369	113431	0.7	-1.3848 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P7	7593	234130	1.21	-1.2934 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P6	76477	895189	11.18	.1687 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P5	59237645	746227083	11.8	-.4710 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P4	16056	581854	11.01	-1.2934 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P3	24851	340484	11.11	-.7451 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P2	9237	161402	4.31	-2.6642 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	P1	12637	229975	1.81	-.9279 (ppm)	C3H5O6P
Phosphoenolpyruvate neg	solvent_blank_1	13519	560644	1.43	-1.1106 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	solvent_blank_2	694	2597	0.35	2.4648 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	P9	12285	43557	7.92	-.1537 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	P8	612	2300	0.53	.8395 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	P7	1038	3857	12.2	2.1036 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	P6	0	0	0	0	C3H5O6P
Phosphoenolpyruvate pos	P5	5007578	57715134	11.81	.4783 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	P4	62547	212757	4.24	-.0634 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	P3	0	0	0	0	C3H5O6P
Phosphoenolpyruvate pos	P2	56426	309733	4.41	-2.6820 (ppm)	C3H5O6P
Phosphoenolpyruvate pos	P1	0	0	0	0	C3H5O6P
Phosphoenolpyruvate pos	solvent_blank_1	0	0	0	0	C3H5O6P
Phosphoenolpyruvate U-13C neg	solvent_blank_2	1311	4838	2.27	.6781 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P9	0	0	0	0	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P8	1054	3782	1.98	-2.1944 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P7	1641	5857	5.96	-3.3613 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P6	4232	14898	11.13	-2.8227 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P5	1754	6137	3.57	4.4483 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P4	1235	4489	11.6	-2.9125 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P3	930	3410	4.27	-.9377 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P2	1206	7506	6.1	3.1915 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	P1	7390	74172	10.07	4.5380 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C neg	solvent_blank_1	1066	3909	0.47	-2.0149 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	solvent_blank_2	675	2531	1.32	-1.5658 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P9	8091	29236	8.32	2.6925 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P8	1038	3924	0.1	4.3780 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P7	1079	3964	5.59	1.2731 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P6	670	2503	0.41	3.7570 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P5	0	0	0	0	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P4	808	2985	0.28	4.6442 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P3	966	3593	14.32	3.8458 (ppm)	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P2	0	0	0	0	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	P1	0	0	0	0	[13]C3H5O6P
Phosphoenolpyruvate U-13C pos	solvent_blank_1	1512	5507	1.41	3.4909 (ppm)	[13]C3H5O6P
Phosphoserine neg	solvent_blank_2	1400	24121	7.03	-2.1673 (ppm)	C3H8NO6P
Phosphoserine neg	P9	3531	82923	11.14	-1.0892 (ppm)	C3H8NO6P
Phosphoserine neg	P8	3307	30087	11.07	-1.6697 (ppm)	C3H8NO6P
Phosphoserine neg	P7	37820	1531988	8.26	.2376 (ppm)	C3H8NO6P
Phosphoserine neg	P6	78705399	1286132084	11.1	-1.8355 (ppm)	C3H8NO6P
Phosphoserine neg	P5	1530	14367	2.76	-.5916 (ppm)	C3H8NO6P
Phosphoserine neg	P4	13140	195540	2	-4.4063 (ppm)	C3H8NO6P
Phosphoserine neg	P3	7654	73771	2.03	-1.1721 (ppm)	C3H8NO6P
Phosphoserine neg	P2	1711	21394	6.19	1.8962 (ppm)	C3H8NO6P
Phosphoserine neg	P1	17332	195334	9.98	-1.5868 (ppm)	C3H8NO6P
Phosphoserine neg	solvent_blank_1	4992	190727	11.11	-.9233 (ppm)	C3H8NO6P
Phosphoserine pos	solvent_blank_2	2960	19983	11.05	-.3842 (ppm)	C3H8NO6P
Phosphoserine pos	P9	1946	35701	12.93	-.6302 (ppm)	C3H8NO6P
Phosphoserine pos	P8	4056	92531	11.03	1.0103 (ppm)	C3H8NO6P
Phosphoserine pos	P7	46605	1653256	11.17	.3541 (ppm)	C3H8NO6P
Phosphoserine pos	P6	92921025	1530538318	11.11	.3541 (ppm)	C3H8NO6P
Phosphoserine pos	P5	1596385	17166537	11.81	.6822 (ppm)	C3H8NO6P
Phosphoserine pos	P4	2288	8086	11.08	-.7943 (ppm)	C3H8NO6P
Phosphoserine pos	P3	2694	9744	7.98	-.3021 (ppm)	C3H8NO6P
Phosphoserine pos	P2	4585	16421	8.24	.4361 (ppm)	C3H8NO6P
Phosphoserine pos	P1	3430	31368	12.18	1.2564 (ppm)	C3H8NO6P
Phosphoserine pos	solvent_blank_1	8021	190616	8.44	-1.1224 (ppm)	C3H8NO6P
Phosphoserine U-13C neg	solvent_blank_2	762	2845	11	-2.1562 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C neg	P9	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C neg	P8	636	2457	13.27	1.3523 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C neg	P7	1934	6913	6.19	4.3712 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C neg	P6	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C neg	P5	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C neg	P4	2751	9758	6.17	-1.7483 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C neg	P3	33106	380573	6.99	3.4737 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C neg	P2	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C neg	P1	912	3406	1.11	-.6875 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C neg	solvent_blank_1	895	3303	0.17	2.9025 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C pos	solvent_blank_2	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C pos	P9	711	2667	9.42	3.5538 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C pos	P8	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C pos	P7	98253	797650	8.28	.4863 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C pos	P6	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C pos	P5	1148	4221	8.83	1.9393 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C pos	P4	40381	144171	13.4	1.4550 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C pos	P3	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C pos	P2	5577	19847	2.54	-.1595 (ppm)	[13]C3H8NO6P
Phosphoserine U-13C pos	P1	0	0	0	0	[13]C3H8NO6P
Phosphoserine U-13C pos	solvent_blank_1	0	0	0	0	[13]C3H8NO6P
Picolinate neg	solvent_blank_2	13513	230667	4.65	-.5022 (ppm)	C6H5NO2
Picolinate neg	P9	42097	1410474	8.57	-.0645 (ppm)	C6H5NO2
Picolinate neg	P8	0	0	0	0	C6H5NO2
Picolinate neg	P7	39882468	1470014185	6.01	-.3771 (ppm)	C6H5NO2
Picolinate neg	P6	44915	1883018	6.47	.4357 (ppm)	C6H5NO2
Picolinate neg	P5	85734	1762338	4.61	-.0645 (ppm)	C6H5NO2
Picolinate neg	P4	1054020	14341168	6.02	.5607 (ppm)	C6H5NO2
Picolinate neg	P3	46160	723797	11.06	.4357 (ppm)	C6H5NO2
Picolinate neg	P2	82510	775125	4.31	.0605 (ppm)	C6H5NO2
Picolinate neg	P1	54349	1654153	8.38	.1230 (ppm)	C6H5NO2
Picolinate neg	solvent_blank_1	54791	5056254	1.93	-.1270 (ppm)	C6H5NO2
Picolinate pos	solvent_blank_2	24322	425668	3.82	.6071 (ppm)	C6H5NO2
Picolinate pos	P9	219799	1632831	3.85	1.5297 (ppm)	C6H5NO2
Picolinate pos	P8	324452	5062646	9.22	.8531 (ppm)	C6H5NO2
Picolinate pos	P7	95653224	3374481140	5.97	.6686 (ppm)	C6H5NO2
Picolinate pos	P6	67134	2292360	4.6	-.1925 (ppm)	C6H5NO2
Picolinate pos	P5	1151723	17450507	4.6	.6686 (ppm)	C6H5NO2
Picolinate pos	P4	44891	2232648	11	.2996 (ppm)	C6H5NO2
Picolinate pos	P3	56436	2389455	7.4	-.9921 (ppm)	C6H5NO2
Picolinate pos	P2	63486	2920114	4.89	1.4682 (ppm)	C6H5NO2
Picolinate pos	P1	65557	2771056	6.36	.1766 (ppm)	C6H5NO2
Picolinate pos	solvent_blank_1	76823	1180228	5.5	.4841 (ppm)	C6H5NO2
Picolinate U-13C neg	solvent_blank_2	1862	6909	3.38	4.4979 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P9	627	6818	15.78	-1.3413 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P8	4386	15192	9.29	-.2688 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P7	350969	3784420	6.65	-.1496 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P6	2511	11948	9.61	.3270 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P5	954	9194	15.67	.6845 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P4	2905	37324	13.53	.5654 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P3	2351	8436	5.38	-.1496 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P2	1714	5960	12.46	-1.2221 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	P1	8263	61600	6.69	1.1612 (ppm)	[13]C6H5NO2
Picolinate U-13C neg	solvent_blank_1	1210	14088	16.77	-.6263 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	solvent_blank_2	1198	4443	8.45	.9615 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P9	955	3546	4.9	2.8387 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P8	62433	724050	7.96	-3.0274 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P7	819467	9398371	7.85	-2.9101 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P6	45132	492833	8.05	1.4308 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P5	807	3048	16.54	-.5637 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P4	439526	4369116	4.04	-2.5581 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P3	317649	4517070	7	-1.5022 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P2	161496	1196116	9.53	2.8387 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	P1	222181	3779005	9.74	-.2117 (ppm)	[13]C6H5NO2
Picolinate U-13C pos	solvent_blank_1	1310	4799	0.91	-1.3849 (ppm)	[13]C6H5NO2
Pipecolate neg	solvent_blank_2	5640	122404	2	-.4684 (ppm)	C6H11NO2
Pipecolate neg	P9	10442	188102	8.62	-.2301 (ppm)	C6H11NO2
Pipecolate neg	P8	14162	157131	8.98	-.7067 (ppm)	C6H11NO2
Pipecolate neg	P7	39418955	539221834	7.84	-.3492 (ppm)	C6H11NO2
Pipecolate neg	P6	21183	453036	4.96	.0082 (ppm)	C6H11NO2
Pipecolate neg	P5	12307	325613	11.25	.0082 (ppm)	C6H11NO2
Pipecolate neg	P4	5090214	92460642	13.44	.0082 (ppm)	C6H11NO2
Pipecolate neg	P3	18673	474346	6.91	-.3492 (ppm)	C6H11NO2
Pipecolate neg	P2	15500	414465	5.48	-.8258 (ppm)	C6H11NO2
Pipecolate neg	P1	23317	594898	7.46	-.2301 (ppm)	C6H11NO2
Pipecolate neg	solvent_blank_1	10189	186060	7.24	-.2301 (ppm)	C6H11NO2
Pipecolate pos	solvent_blank_2	35848	692412	7.79	.5706 (ppm)	C6H11NO2
Pipecolate pos	P9	134412	2309288	3.97	.3360 (ppm)	C6H11NO2
Pipecolate pos	P8	266816	7011062	5.44	.1014 (ppm)	C6H11NO2
Pipecolate pos	P7	1610497709	23736928305	7.85	.6879 (ppm)	C6H11NO2
Pipecolate pos	P6	864373	14613020	5.55	.1014 (ppm)	C6H11NO2
Pipecolate pos	P5	156675	1686549	4.01	.2187 (ppm)	C6H11NO2
Pipecolate pos	P4	45304222	1030135695	13.46	.6879 (ppm)	C6H11NO2
Pipecolate pos	P3	218855	2938380	2.66	.3360 (ppm)	C6H11NO2
Pipecolate pos	P2	222427	4814708	3.98	.2187 (ppm)	C6H11NO2
Pipecolate pos	P1	30675743	536014229	14.84	.5706 (ppm)	C6H11NO2
Pipecolate pos	solvent_blank_1	69678	1365726	7.91	.6879 (ppm)	C6H11NO2
Pipecolate U-13C neg	solvent_blank_2	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C neg	P9	1283	4543	6.32	2.0288 (ppm)	[13]C6H11NO2
Pipecolate U-13C neg	P8	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C neg	P7	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C neg	P6	4361	15043	3.82	.4357 (ppm)	[13]C6H11NO2
Pipecolate U-13C neg	P5	1268	4622	12.44	3.3944 (ppm)	[13]C6H11NO2
Pipecolate U-13C neg	P4	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C neg	P3	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C neg	P2	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C neg	P1	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C neg	solvent_blank_1	0	0	0	0	[13]C6H11NO2
Pipecolate U-13C pos	solvent_blank_2	1414	5250	12.14	-4.4529 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P9	1761	6486	5.6	3.6189 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P8	1337	4946	9.68	-2.3229 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P7	1122	4203	0.74	-3.6682 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P6	3454	12062	6.34	-3.6682 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P5	1008	3725	5.15	.0314 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P4	914	6594	1.61	-2.5471 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P3	1032	3827	1.19	-3.1076 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P2	1374	5020	0.22	-3.5561 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	P1	1252	4660	14.6	1.0404 (ppm)	[13]C6H11NO2
Pipecolate U-13C pos	solvent_blank_1	1586	5817	2.45	-2.4350 (ppm)	[13]C6H11NO2
Pro-Gly neg	solvent_blank_2	8042	141818	2.81	-1.5475 (ppm)	C7H12N2O3
Pro-Gly neg	P9	111795836	1462152745	8.05	-1.2800 (ppm)	C7H12N2O3
Pro-Gly neg	P8	878080	12945923	5.54	-1.4584 (ppm)	C7H12N2O3
Pro-Gly neg	P7	3380812	40541145	8.94	-.1205 (ppm)	C7H12N2O3
Pro-Gly neg	P6	134992	1031183	3.93	-.7448 (ppm)	C7H12N2O3
Pro-Gly neg	P5	5749	234827	3.46	-1.2800 (ppm)	C7H12N2O3
Pro-Gly neg	P4	10275	281031	6	.3255 (ppm)	C7H12N2O3
Pro-Gly neg	P3	10299	309901	11.71	-.2097 (ppm)	C7H12N2O3
Pro-Gly neg	P2	45473	494556	9.6	-1.2800 (ppm)	C7H12N2O3
Pro-Gly neg	P1	18078	484719	2.83	-1.0124 (ppm)	C7H12N2O3
Pro-Gly neg	solvent_blank_1	22638	474084	2.79	-1.0124 (ppm)	C7H12N2O3
Pro-Gly pos	solvent_blank_2	38474	631324	8.06	.0089 (ppm)	C7H12N2O3
Pro-Gly pos	P9	1302776639	23094450288	8.06	1.1549 (ppm)	C7H12N2O3
Pro-Gly pos	P8	417774	6233122	7.99	.8022 (ppm)	C7H12N2O3
Pro-Gly pos	P7	175368522	2583347254	9.83	.8904 (ppm)	C7H12N2O3
Pro-Gly pos	P6	1175101	10227781	3.94	.6259 (ppm)	C7H12N2O3
Pro-Gly pos	P5	14540	638591	8.02	.0089 (ppm)	C7H12N2O3
Pro-Gly pos	P4	24257	1101335	11.4	-.1675 (ppm)	C7H12N2O3
Pro-Gly pos	P3	65317	1375354	5.56	.0089 (ppm)	C7H12N2O3
Pro-Gly pos	P2	49858	2045287	6.17	-1.1371 (ppm)	C7H12N2O3
Pro-Gly pos	P1	80685	2273898	9.29	2.2127 (ppm)	C7H12N2O3
Pro-Gly pos	solvent_blank_1	143645	3464383	2.8	-.4319 (ppm)	C7H12N2O3
Pro-Gly U-13C neg	solvent_blank_2	949	3493	10.12	4.4434 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C neg	P9	420	1663	16.87	-4.8094 (ppm)	[13]C7H12N2O3
Pro-Gly U-13C neg	P8	0	0	0	0	[13]C7H12N2O3
Pro-Gly U-13C neg	P7	2123	7497	10.04	-3.6100 (ppm)	[13]C7H12N2O3
